2026-09-06T01:08:31+00:00	optiver-ready-trader	Optiver Ready Trader Go	proposed website=https://readytradergo.optiver.com/	Verified live (HTTP 200, plain HTML, ~1KB of text); the sheet currently points at the generic Optiver careers page.
2026-09-11T15:45:11+00:00	simplify-2027	[Goldman Sachs](https://simplify.jobs/c/Goldman-Sachs) / Quantitative Strategist Intern - Asset and Wealth Management - Quantitative Strats @ London, UK	proposed eligible=true — posting language (“students pursuing a bachelors / graduate degree”) implies a first‑year is eligible, though location may impose work‑authorization constraints.	This is a Summer 2027 Quantitative Strategist intern posting that explicitly targets “students pursuing a bachelors / graduate degree,” which does not bar a first‑year.
2026-09-11T15:45:11+00:00	simplify-2027	[Goldman Sachs](https://simplify.jobs/c/Goldman-Sachs) / Quantitative Strategist Intern - Asset and Wealth Management - Quantitative Strats @ Salt Lake City, UT	proposed eligible=true — the posting’s stated requirement is simply to be a student pursuing a bachelor's or graduate degree, which includes a first-year undergraduate.	Posting is a Summer 2027 Quantitative Strategist Intern role that only requires being “a student pursuing a bachelor's or graduate degree,” so a first-year is eligible and the role is squarely in quantitative finance.
2026-09-11T15:45:11+00:00	simplify-2027	[Goldman Sachs](https://simplify.jobs/c/Goldman-Sachs) / Quantitative Strategist Intern - Investment Banking @ London, UK	proposed eligible=true — Matches interests in quantitative finance and has no class‑year restriction; note London location and potential work‑authorization considerations.	Posting explicitly requests “Students pursuing a bachelor's or graduate degree” and is for Summer 2027, so a first‑year BS student (class of 2030) is eligible.
2026-09-11T15:45:11+00:00	simplify-2027	[Goldman Sachs](https://simplify.jobs/c/Goldman-Sachs) / Quantitative Strategist Intern - Multiple Teams @ London, UK	proposed eligible=eligible: true because the listing explicitly targets undergraduate students (Summer 2027 Off‑Cycle Program), which includes a first‑year student graduating 2030.	The posting describes an Off-Cycle Program for undergraduate students for Summer 2027, so a first‑year (Class of 2030) is within the stated target audience.
2026-09-11T15:45:11+00:00	simplify-2027	[Goldman Sachs](https://simplify.jobs/c/Goldman-Sachs) / Quantitative Strategist Intern - Multiple Teams @ NYC	proposed eligible=true — the posting explicitly allows students pursuing a bachelor's degree, so the student appears eligible (no rising-junior/senior restriction).	The posting states applicants must “Be a student pursuing a bachelor's or graduate degree,” which does not impose a class-year restriction and therefore includes a first-year student (Class of 2030).
2026-09-11T15:45:11+00:00	simplify-2027	[Goldman Sachs](https://simplify.jobs/c/Goldman-Sachs) / Quantitative Strats Analyst Intern - Americas - Investment Banking @ Dallas, TX	proposed eligible=true — the stated requirement “Be pursuing a bachelor's or graduate degree” implies first-year students are eligible, so mark as eligible.	The posting is explicitly for Summer 2027 and states applicants must “Be pursuing a bachelor's or graduate degree,” which includes a first-year student.
2026-09-11T15:45:11+00:00	simplify-2027	[Goldman Sachs](https://simplify.jobs/c/Goldman-Sachs) / Summer Analyst Intern - Americas - Investment Banking Quantitative Strats @ NYC	proposed eligible=eligible_proposal: true — first‑year undergraduates pursuing a bachelor's degree meet the stated requirement.	The posting states applicants must “Be a student pursuing a bachelor's or graduate degree,” which includes a first‑year student graduating in 2030.
2026-09-11T15:45:11+00:00	simplify-2027	[Goldman Sachs](https://simplify.jobs/c/Goldman-Sachs) / Summer Analyst Intern - FICC and Equities - Sales and Trading @ West Palm Beach, FL	proposed eligible=true — meets the posting requirement of being a student pursuing a bachelor's degree and aligns with quantitative finance interests.	Posting is for Summer 2027 and states only “Be a student pursuing a bachelor's or graduate degree,” with no class-year restriction and the role is quantitative finance (FICC & Equities Sales & Trading).
2026-09-11T15:45:11+00:00	simplify-2027	[Goldman Sachs](https://simplify.jobs/c/Goldman-Sachs) / Summer Analyst Intern - The Core Quantitative Strats @ London, UK	proposed eligible=true — aligns with quantitative finance/maths interests and is open to students pursuing a bachelor's degree, so this student should be considered eligible.	This is a Summer 2027 Analyst internship that explicitly says applicants must be "pursuing a bachelor's or graduate degree" with no graduation-year restriction, so a 2030 student is eligible.
2026-09-11T15:45:11+00:00	simplify-2027	[Goldman Sachs](https://simplify.jobs/c/Goldman-Sachs) / Summer Analyst Intern - Wealth Management - Quantitative Finance @ London, UK	proposed eligible=eligible: true — the posting's stated requirement 'Be pursuing a bachelor's or graduate degree' indicates a first-year is eligible for Summer 2027.	The posting is for a Summer 2027 analyst role and explicitly accepts applicants 'pursuing a bachelor's or graduate degree,' which includes a first-year eligible for Summer 2027.
2026-09-11T15:45:11+00:00	simplify-2027	[Goldman Sachs](https://simplify.jobs/c/Goldman-Sachs) / Summer Analyst Intern @ NYC	proposed eligible=true — posting is open to bachelor’s students for Summer 2027 and matches quantitative finance interests.	Posting is for Summer 2027 and explicitly states applicants must be “pursuing a bachelor's or graduate degree,” so a first-year (class of 2030) is eligible.
2026-09-11T15:45:11+00:00	simplify-2027	[Goldman Sachs](https://simplify.jobs/c/Goldman-Sachs) / Summer Associate Intern - Multiple Teams 🎓 @ NYC	proposed eligible=Ineligible — posting explicitly requires pursuing an advanced degree (MBA/PhD/JD/MD/LLM), so the 2030 undergrad should not be marked eligible.	Posting states a requirement: "Be pursuing an advanced degree such as a Master of Business Administration, Doctor of Philosophy, Juris Doctor, Doctor of Medicine, or Master of Laws.", which this first‑year undergrad does not meet.
2026-09-11T15:45:11+00:00	simplify-2027	[Goldman Sachs](https://simplify.jobs/c/Goldman-Sachs) / Summer Associate Intern 🎓 @ NYC	proposed eligible=false — posting explicitly requires students pursuing an advanced degree (MBA, PhD, JD, MD, or LLM), which this student does not meet.	Posting states: "students pursuing an advanced degree such as a Master of Business Administration, Doctor of Philosophy, Juris Doctor, Doctor of Medicine, or Master of Laws.", which excludes a first‑year undergraduate graduating 2030.
2026-09-11T15:45:11+00:00	simplify-2027	[GlobalFoundries](https://simplify.jobs/c/GlobalFoundries) / RF Technology Development Automation Engineer Intern - Summer 2027 @ Malta, NY	proposed eligible=not eligible — posting states "The candidate must be at least a sophomore at the time of application" so the first-year (Class of 2030) does not qualify.	The posting requires the candidate to be "at least a sophomore at the time of application," which this first-year student does not meet.
2026-09-11T15:45:11+00:00	simplify-2027	[Northrop Grumman](https://simplify.jobs/c/Northrop-Grumman) / Software Engineer Intern @ Roy, UT	proposed eligible=suggest true — the posting's class-year and US citizenship requirement match this student's status (Stanford first-year, US citizen).	Relevant because the posting requires being enrolled full-time and remaining enrolled in Fall 2027, which a Stanford first-year (class of 2030) meets.
2026-09-11T15:45:11+00:00	simplify-2027	[DRW](https://simplify.jobs/c/DRW) / Quantitative Trading Analyst Intern @ London, UK	proposed eligible=false — posting states an expected graduation date between "December 2027 and August 2028", which excludes a 2030 graduation.	The posting states an expected graduation date between "December 2027 and August 2028", which excludes a 2030 graduate.
2026-09-11T20:31:03+00:00	sig-phenom	SIG First Year Discovery Day (programs.csv row)	proposed eligible=NO for the 2026-27 cycle (currently YES, target_years '1st year only')	Read from SIG's own postings via careers.sig.com/api/jobs on 2026-09-11: every US Discovery Program states 'open to students who are planning to graduate in the winter of 2028 or the spring of 2029', which on a four-year US degree is a current sophomore, not a first-year. The only listing actually titled 'First Year Discovery Event' is SIG's Sydney one, and it carries the same 2029 window - consistent because Australian bachelor's degrees run three years. So the row's 'YES / 1st year only' looks wrong for class of 2030 in this cycle; the applicable cycle should be posted around autumn 2027. NOT changed automatically: eligible and notes are hand-verified research.
2026-09-12T11:41:26+00:00	simplify-2027	[Amazon](https://simplify.jobs/c/Amazon) / Machine Learning Systems Software Development Engineer Intern - Annapurna Labs @ Toronto, ON, Canada	proposed eligible=true — posting allows current bachelor's students (includes first-years) and the ML systems SDE role matches his quantitative/CS interests.	The posting explicitly states "Currently enrolled in a Bachelor's degree program or higher," so a first-year (Class of 2030) is eligible and the role is squarely in software/ML systems relevant to his interests.
2026-09-12T11:41:26+00:00	simplify-2027	[Amgen](https://simplify.jobs/c/Amgen) / Software Engineer Intern - Amgen’s Technology & Medical Organizations @ Remote in USA	proposed eligible=Not eligible: the role requires applicants to have graduated with a bachelor's degree or be enrolled in a Master's/graduate program (e.g., "Must have graduated with a bachelor's degree from an accredited college or university").	The posting states "Must have graduated with a bachelor's degree from an accredited college or university," which excludes a first-year undergraduate (class of 2030).
2026-09-12T11:41:26+00:00	simplify-2027	[Amgen](https://simplify.jobs/c/Amgen) / Software Engineer Intern - Technology & Medical Organizations @ Remote in USA	proposed eligible=Ineligible — applicant cannot meet the requirement to “Be available to accept and commit to future full-time employment by July 2028 if offered.”	The posting requires applicants to “Be available to accept and commit to future full-time employment by July 2028 if offered,” which this student (Class of 2030) cannot satisfy.
2026-09-12T11:41:26+00:00	simplify-2027	[Avis Budget Group](https://simplify.jobs/c/Avis-Budget-Group) / Transformation Engineer Intern - Accelerate @ Parsippany-Troy Hills, NJ	proposed eligible=eligible: true — posting expects a Bachelor's degree in an engineering field (Computer Science/Data Science/Operations Research/Physics) and does not state a graduation-year restriction, so the student (class of 2030) appears eligible.	Posting is for a Summer 2027 Transformation Engineer Intern and does not impose a class-year graduation window—it expects an ongoing Bachelor's in an engineering field, which a first-year Stanford CS/math student may satisfy.
2026-09-12T11:41:26+00:00	simplify-2027	[Booz Allen](https://simplify.jobs/c/Booz-Allen) / Software Engineer Intern - Summer 2027 @ Fayetteville, NC	proposed eligible=Suggest setting eligible = false because the posting requires graduation by Summer 2028 (the student graduates in 2030).	Posting states “Scheduled to obtain a Bachelor's degree in Software Engineering, Computer Science, or Systems Engineering by Summer 2028,” which the student (class of 2030) does not meet.
2026-09-12T11:41:26+00:00	simplify-2027	[Charles Schwab](https://simplify.jobs/c/Charles-Schwab) / Software Engineering Intern - Technology @ 6 locations Austin, TX Westlake, TX Ann Arbor, MI Southlake, TX Omaha, NE Phoenix, AZ	proposed eligible=Student would be eligible when the posting requires entering junior-level standing for Summer 2028 (re-evaluate at that time).	Posting requires "entering junior-level standing by the internship start date," which a Stanford first-year (Class of 2030) will not meet for Summer 2027.
2026-09-12T11:41:26+00:00	simplify-2027	[Citizens Financial Group](https://simplify.jobs/c/Citizens-Financial-Group) / Software Engineer Intern @ Plano, TX Johnston, RI Phoenix, AZ	proposed eligible=Not eligible: posting explicitly requires "Have an expected graduation date of May 2028."	Posting states "Have an expected graduation date of May 2028," which the student (class of 2030) cannot meet.
2026-09-12T11:41:26+00:00	simplify-2027	[Commure](https://simplify.jobs/c/Commure) / Software Engineer Intern - Summer 2027 @ Mountain View, CA	proposed eligible=not eligible — posting requirement: "Expected graduation in 2028."	The posting states “Expected graduation in 2028,” which excludes a 2030 graduate.
2026-09-12T11:41:26+00:00	simplify-2027	[Constellation Energy](https://simplify.jobs/c/Constellation-Energy) / Information Technology Software Development Intern @ Baltimore, MD	proposed eligible=true — qualifies because it only requires being currently enrolled in a Bachelor's program and is explicitly for Summer 2027.	Posting explicitly seeks students "currently pursuing a Bachelor's or Master's" for a paid Summer 2027 software development internship (June 7–Aug 13, 2027), which this 2030 first-year is eligible for.
2026-09-12T11:41:26+00:00	simplify-2027	[Corteva](https://simplify.jobs/c/Corteva) / AI Engineer Intern 🎓 @ Indianapolis, IN	proposed eligible=suggest eligible=false because the posting explicitly requires pursuing a Master's or Ph.D.	Posting states: "Pursuing a Master's or Ph.D. degree in Computer Science, Data Science, Artificial Intelligence, Software Engineering, Computer Engineering, or a related technical discipline.", which excludes a first-year bachelor's student.
2026-09-12T11:41:26+00:00	simplify-2027	[Johns Hopkins Applied Physics Laboratory](https://simplify.jobs/c/Johns-Hopkins-Applied-Physics-Laboratory) / Decision Science Intern - Software Engineer @ Laurel, MD	proposed eligible=true — posting explicitly allows Bachelor's students, location and software/decision-science focus match the student's interests, and he is a U.S. citizen (clearance required).	Posting explicitly seeks students "pursuing a Bachelor's" degree (so first-years are eligible) for Summer 2027 and is a software/decision-science internship matching the student's interests.
2026-09-12T11:41:26+00:00	simplify-2027	[Lyft](https://simplify.jobs/c/Lyft) / Software Engineer Intern - Backend @ Montreal, QC, Canada	proposed eligible=Not eligible: posting states "currently pursuing a Bachelor's or Master's degree in Computer Science from a university in Canada" and a graduation window of "between December 2027 and Summer 2028."	Posting requires applicants to be "currently pursuing a Bachelor's or Master's degree in Computer Science from a university in Canada, with a graduation date between December 2027 and Summer 2028," which this Stanford 2030 student does not meet.
2026-09-12T11:41:26+00:00	simplify-2027	[Lyft](https://simplify.jobs/c/Lyft) / Software Engineer Intern - Backend @ SF	proposed eligible=Not eligible: posting states graduation date between December 2027 and Summer 2028, which this student (class of 2030) does not meet.	The posting requires a graduation date “between December 2027 and Summer 2028,” which excludes a 2030 graduate.
2026-09-12T11:41:26+00:00	simplify-2027	[Lyft](https://simplify.jobs/c/Lyft) / Software Engineer Intern - Fullstack - Multiple Teams @ NYC	proposed eligible=ineligible because posting states: "graduation date between December 2027 and Summer 2028".	Posting requires a graduation date between December 2027 and Summer 2028, which this student (class of 2030) does not meet.
2026-09-12T11:41:26+00:00	simplify-2027	[Lyft](https://simplify.jobs/c/Lyft) / Software Engineer Intern - Fullstack @ Toronto, ON, Canada	proposed eligible=ineligible — posting states: "Currently pursuing a Bachelor's or Master's degree in Computer Science from a university in Canada, with a graduation date between December 2027 and Summer 2028."	Posting requires being "currently pursuing a Bachelor's or Master's degree in Computer Science from a university in Canada, with a graduation date between December 2027 and Summer 2028," which this student (class of 2030, US) does not meet.
2026-09-12T11:41:26+00:00	simplify-2027	[Lyft](https://simplify.jobs/c/Lyft) / Software Engineer Intern @ Toronto, ON, Canada	proposed eligible=Not eligible — requires enrollment at a Canadian university and graduation between December 2027 and Summer 2028.	Posting states: "Currently pursuing a Bachelor's or Master's degree in Computer Science at a university in Canada, with a graduation date between December 2027 and Summer 2028.", which excludes a U.S.-based first-year graduating in 2030.
2026-09-12T11:41:26+00:00	simplify-2027	[MegazoneCloud](https://simplify.jobs/c/MegazoneCloud) / Software Engineer Co-op @ Rochester, NY	proposed eligible=eligible: true — posting's requirement ('Currently pursuing a degree...') is satisfied by a first-year undergraduate.	'Currently pursuing a degree in Computer Science, Software Engineering, or a related technical field' is the stated requirement and does not restrict by class year, so a first-year is eligible for this Summer 2027 co-op.
2026-09-12T11:41:26+00:00	simplify-2027	[Qualcomm](https://simplify.jobs/c/Qualcomm) / Machine Learning Compiler & Performance Engineering Intern - Systems @ Markham, ON, Canada	proposed eligible=eligible: true — student is currently enrolled and graduates in 2030, which satisfies the posting's 'expected graduation date of November 2027 or later' requirement and availability for Summer 2027.	The posting requires availability for a 16-month internship from May 2027–August 2028 and an expected graduation date of November 2027 or later, which this student (class of 2030) meets and is targeting Summer 2027.
2026-09-12T11:41:26+00:00	simplify-2027	[TTP](https://simplify.jobs/c/TTP) / Software Engineering Intern @ Melbourn, Royston, UK	proposed eligible=Candidate would become eligible for this internship once they have completed at least two years of their degree (i.e., for Summer 2028 or later).	Posting states You must have completed at least two years of your degree when your internship begins, which this student (Class of 2030) will not meet for Summer 2027.
2026-09-12T11:41:26+00:00	simplify-2027	[Veeam Software](https://simplify.jobs/c/Veeam-Software) / AI & Automation Engineering Intern - Summer 2027 @ Georgia	proposed eligible=Set eligible_proposal to false because the posting explicitly states "Rising Junior or Senior pursuing a Bachelor’s degree or a graduate student," which the student does not meet.	Posting requires "Rising Junior or Senior pursuing a Bachelor’s degree or a graduate student," which excludes a first-year (class of 2030).
2026-09-12T11:41:26+00:00	simplify-2027	[Veeam Software](https://simplify.jobs/c/Veeam-Software) / Engineering Intern 🎓 @ California	proposed eligible=Ineligible (requires pursuing a Master’s degree; applicant is a first-year undergraduate).	The posting states “Pursuing a Master's degree in Computer Science or a related field,” which this first-year undergraduate cannot meet.
2026-09-12T11:41:26+00:00	simplify-2027	[Veeam Software](https://simplify.jobs/c/Veeam-Software) / Security & AI Engineer Intern @ San Jose, CA	proposed eligible=Not eligible — posting states: "Be a rising junior or senior pursuing a bachelor's degree."	The posting explicitly requires "Be a rising junior or senior pursuing a bachelor's degree" which this student (Stanford class of 2030) does not meet for Summer 2027.
2026-09-12T11:41:26+00:00	simplify-2027	[Veeam Software](https://simplify.jobs/c/Veeam-Software) / Software Engineer Intern - Summer 2027 @ San Jose, CA	proposed eligible=The student is not eligible because the posting explicitly targets "students entering their final year of university."	Posting states the program is "designed for students entering their final year of university", which this student (class of 2030) does not meet.
2026-09-12T11:41:26+00:00	simplify-2027	[Xcimer Energy](https://simplify.jobs/c/Xcimer-Energy) / Computational and Software Engineering Intern @ Denver, CO	proposed eligible=Student is likely eligible because the listing accepts Bachelor's students and requires U.S. citizenship; suggest marking eligible = true.	The posting explicitly allows candidates enrolled in a Bachelor's degree program (Qualified candidates must be enrolled in a Bachelor's, Master’s or PhD degree program), which includes a first-year student like you, and requires U.S. citizenship which you have.
2026-09-12T11:41:26+00:00	simplify-2027	[ibotta](https://simplify.jobs/c/Ibotta) / Software Engineer Intern @ Denver, CO	proposed eligible=Not eligible — posting explicitly requires "Currently be a junior working toward a bachelor's degree."	The posting states the candidate must "Currently be a junior working toward a bachelor's degree," which this first-year (class of 2030) does not meet.
2026-09-12T11:41:26+00:00	simplify-2027	[DV Trading](https://simplify.jobs/c/DV-Trading) / Quantitative Research Intern - DV Equities @ NYC	proposed eligible=Ineligible (graduation window excludes 2030).	Posting states "Expected graduation in 2027 or 2028," which this student (class of 2030) does not meet.
2026-09-12T11:41:26+00:00	simplify-2027	[DV Trading](https://simplify.jobs/c/DV-Trading) / Quantitative Trading Intern - DV Equities @ NYC	proposed eligible=false — posting explicitly requires expected graduation by Summer 2027, so the student (graduating 2030) is ineligible.	Posting requires "expected graduation by Summer 2027," which this student (class of 2030) cannot meet.
2026-09-12T11:41:26+00:00	simplify-2027	[Energy Transfer Partners](https://simplify.jobs/c/Energy-Transfer-Partners) / Commodity Trading Analyst Intern @ Overland Park, KS	proposed eligible=Ineligible — posting explicitly prefers “junior status as of Fall 2027,” which this student will not have.	The posting states “preferably with junior status as of Fall 2027,” which the student (class of 2030, rising sophomore in Fall 2027) does not meet.
2026-09-12T11:41:26+00:00	simplify-2027	[Akuna Capital University](https://simplify.jobs/c/Akuna-Capital-University) / Software Engineer Intern - C# .NET Desktop @ Chicago, IL	proposed eligible=Not eligible: posting requires "Graduating by August 2028."	Posting states “Graduating by August 2028,” which excludes a class of 2030 student.
2026-09-12T11:41:26+00:00	simplify-2027	[Akuna Capital University](https://simplify.jobs/c/Akuna-Capital-University) / Software Engineer Intern - C++ @ Chicago, IL	proposed eligible=false — posting requirement: "Graduating by August 2028" makes the role limited to earlier graduation years and therefore not eligible for a 2030 student.	The posting states “Graduating by August 2028,” which excludes a 2030 graduate (first-year) seeking Summer 2027 roles.
2026-09-12T11:41:26+00:00	simplify-2027	[Barclays](https://simplify.jobs/c/Barclays) / Technology Developer Apprentice @ Glasgow, UK	proposed eligible=false — ineligible because the posting explicitly requires applicants to have no prior study/qualifications.	Posting states applicants “must not have undertaken prior study, education, training, qualifications, or apprenticeship,” which excludes a current university student (Stanford, class of 2030).
2026-09-12T11:41:26+00:00	simplify-2027	[Goldman Sachs](https://simplify.jobs/c/Goldman-Sachs) / Summer Analyst Intern - Americas - Engineering @ Toronto, ON, Canada	proposed eligible=eligible: true — the posting allows students pursuing a bachelor’s degree with no class-year gate, though verify location-specific work-authorization requirements.	The posting specifies only that applicants must “Be a student pursuing a bachelor's or graduate degree” (no graduation-year restriction) and is a software-engineering Summer Analyst role relevant to your CS/quant interests.
2026-09-12T11:41:26+00:00	simplify-2027	[Goldman Sachs](https://simplify.jobs/c/Goldman-Sachs) / Summer Analyst Intern - Engineering @ Birmingham, UK	proposed eligible=This role would have been eligible (posting only required being "pursuing a bachelor's or graduate degree" and is an engineering internship aligned with your interests).	The Birmingham, UK Summer Analyst - Engineering posting has been removed (row disappeared), so the specific Summer 2027 opening is no longer available.
2026-09-12T11:41:26+00:00	simplify-2027	[Goldman Sachs](https://simplify.jobs/c/Goldman-Sachs) / Summer Analyst Intern - Engineering @ Dallas, TX	proposed eligible=true — the posting text says only to “Be a student pursuing a bachelor's or graduate degree,” which includes a first‑year (class of 2030) so he would be eligible to apply.	The row for Goldman Sachs Summer Analyst Intern - Engineering (Dallas) was removed from simplify-2027, so the listing appears to have been delisted or closed on the tracked source.
2026-09-12T11:41:26+00:00	simplify-2027	[Goldman Sachs](https://simplify.jobs/c/Goldman-Sachs) / Summer Analyst Intern - Engineering @ London, UK	proposed eligible=This posting would be eligible for this student because it states 'Currently pursuing a bachelor's or graduate degree.' Confirm any location/visa requirements for London before applying.	Row for '2027 – Summer Analyst London, Engineering' was removed from SimplifyJobs and that posting explicitly allowed applicants 'Currently pursuing a bachelor's ...', so a first‑year would have been eligible for Summer 2027.
2026-09-12T11:41:26+00:00	simplify-2027	[Goldman Sachs](https://simplify.jobs/c/Goldman-Sachs) / Summer Analyst Intern - Engineering @ Seattle, WA	proposed eligible=eligible: true — the posting text’s requirement (“Be a student pursuing a bachelor's or graduate degree”) implies first-year students are eligible.	The posting only requires being “a student pursuing a bachelor's or graduate degree,” which does not prohibit a first-year (class of 2030) from applying, so this is relevant.
2026-09-12T11:41:26+00:00	simplify-2027	[Hudson River Trading](https://simplify.jobs/c/Hudson-River-Trading) / Software Engineer Intern - C++ or Python @ Austin, TX Chicago, IL NYC	proposed eligible=This posting is appropriate for a first-year undergraduate (requires full-time undergraduate student); propose eligible: true because the qualifications include 'full-time undergraduate student' with programming in Python/C/C++.	The SimplifyJobs row for the Summer 2027 HRT Software Engineer Intern listing was removed from the tracker (posting previously listed Summer 2027 intern openings).
2026-09-12T11:41:26+00:00	simplify-2027	[Mastercard](https://simplify.jobs/c/Mastercard) / Software Engineer Intern @ 4 locations O'Fallon, MO Arlington County, Arlington, VA NYC Atlanta, GA	proposed eligible=true — posting required "graduating December 2027 or later," which includes the student's 2030 graduation.	The SimplifyJobs row for Mastercard's Software Engineer Intern (Summer 2027) was removed from the tracker even though the posting required candidates to be "graduating December 2027 or later," which this student meets, so its disappearance affects monitoring of an otherwise-eligible role.
2026-09-12T11:41:26+00:00	simplify-2027	[Nokia](https://simplify.jobs/c/Nokia) / Software Engineer Co-op - Deepfield @ Ann Arbor, MI	proposed eligible=true — the role's stated requirement “Currently be pursuing a bachelor's degree in Computer Science or a related field” includes a first-year student (Class of 2030).	The posting was for Summer 2027 and states “Currently be pursuing a bachelor's degree in Computer Science or a related field,” which a first-year (Class of 2030) satisfies, so its removal matters.
2026-09-12T11:41:26+00:00	simplify-2027	[Northrop Grumman](https://simplify.jobs/c/Northrop-Grumman) / Software Engineer Intern @ 6 locations Redondo Beach, CA Palmdale, CA Oklahoma City, OK San Diego, CA Emerado, ND El Segundo, CA	proposed eligible=true — posting required graduating after August 2027, CS/CS‑adjacent majors, and US citizenship/clearance which this student meets.	The posting was for a Software Engineer Intern requiring graduation after August 2027 (which includes a 2030 student) and the row’s removal indicates the listing was removed/closed from the tracker.
2026-09-12T11:41:26+00:00	simplify-2027	[RTX](https://simplify.jobs/c/RTX) / Software Engineer Intern - Summer 2027 @ Richardson, TX	proposed eligible=ineligible — posting states candidates must be "Sophomore, Junior, Senior or Post Grad year by summer 2027."	Posting requires "sophomore, junior, senior or post-grad year by summer 2027," which this person (a first-year) does not meet.
2026-09-12T11:41:26+00:00	simplify-2027	[RTX](https://simplify.jobs/c/RTX) / Software Engineer Intern @ Richardson, TX	proposed eligible=false — the posting’s explicit class-year requirement (Sophomore or higher by summer 2027) makes this student ineligible.	Posting requires being at minimum “Sophomore, Junior, Senior or Post Grad year by summer 2027,” which excludes a first-year student.
2026-09-12T11:41:26+00:00	simplify-2027	[Tradeweb](https://simplify.jobs/c/Tradeweb) / AI Software Engineer Intern @ Jersey City, NJ	proposed eligible=true — technical full‑stack/AI software internship for Summer 2027 fits the student's quantitative/software interests and class year.	This was a Summer 2027 AI Software Engineer Intern position (software engineering role) which matches the student's Summer 2027 timeline and technical interests.
2026-09-12T11:41:26+00:00	simplify-2027	[Tradeweb](https://simplify.jobs/c/Tradeweb) / Credit Software Engineer Intern @ Jersey City, NJ	proposed eligible=true — fits the student's Summer 2027 timeline and technical/software engineering focus.	The listing was for a Summer 2027 Credit Software Engineer Intern and states applicants must be "Currently pursuing an undergraduate or Master’s degree," which this student meets, and the row disappearing implies the posting was removed/closed from SimplifyJobs.
2026-09-12T11:41:26+00:00	simplify-2027	[Tradeweb](https://simplify.jobs/c/Tradeweb) / Java Software Engineer Intern @ Jersey City, NJ	proposed eligible=eligible: true — meets the posting's stated requirement of being an undergraduate and is available for Summer 2027.	Relevant because the posting explicitly seeks "Currently pursuing an undergraduate or Master's degree" and is for Summer 2027.
2026-09-12T11:41:26+00:00	simplify-2027	[Akuna Capital University](https://simplify.jobs/c/Akuna-Capital-University) / Quantitative Research Intern @ Chicago, IL	proposed eligible=ineligible — posting text: "Must graduate by August 2028."	Posting states a hard class-year gate: "Must graduate by August 2028," which this student (class of 2030) cannot meet.
2026-09-12T11:41:26+00:00	simplify-2027	[Goldman Sachs](https://simplify.jobs/c/Goldman-Sachs) / Quantitative Strategist Associate Intern - Asset and Wealth Management 🎓 @ London, UK	proposed eligible=Not eligible — posting explicitly requires currently pursuing an advanced degree (MBA, PhD, JD, MD, or LLM).	Posting states: "Currently pursuing an advanced degree such as a Master of Business Administration, Doctor of Philosophy, Juris Doctor, Doctor of Medicine, or Master of Laws.", which excludes a first-year undergraduate.
2026-09-12T11:41:26+00:00	simplify-2027	[Goldman Sachs](https://simplify.jobs/c/Goldman-Sachs) / Quantitative Strategist Intern - Americas - The Core Quantitative Strats @ Dallas, TX	proposed eligible=true — the posting’s stated requirement ‘Be a student pursuing a bachelor's or graduate degree’ makes the student eligible.	The posting requires only that applicants ‘Be a student pursuing a bachelor's or graduate degree,’ which includes a first-year student graduating 2030, so this removal affects a role the student could apply to.
2026-09-12T11:41:26+00:00	simplify-2027	[Goldman Sachs](https://simplify.jobs/c/Goldman-Sachs) / Quantitative Strategist Intern - Americas - The Core Quantitative Strats @ NYC	proposed eligible=eligible: true — the posting's stated requirement ('Be a student pursuing a bachelor's or graduate degree') would include a first-year student graduating 2030, so he should be eligible.	The role is a technical quantitative internship for students (posting states 'Be a student pursuing a bachelor's or graduate degree') and matches his quant/CS interests, but the SimplifyJobs row was removed from the source indicating the listing is no longer live there.
2026-09-12T11:41:26+00:00	simplify-2027	[Goldman Sachs](https://simplify.jobs/c/Goldman-Sachs) / Quantitative Strategist Intern - Americas - The Core Quantitative Strats @ Salt Lake City, UT	proposed eligible=No change to the candidate's eligibility flag; the posting removal does not alter that he would have been eligible based on the posting text ('Be a student pursuing a bachelor's or graduate degree').	The SimplifyJobs row for the 2027 Summer Quantitative Strategist Intern at Goldman Sachs was removed, indicating the Summer 2027 internship posting is no longer available/has closed.
2026-09-12T11:41:26+00:00	simplify-2027	[Goldman Sachs](https://simplify.jobs/c/Goldman-Sachs) / Quantitative Strategist Intern - Americas @ Dallas, TX	proposed eligible=true — the posting's requirement 'Be a student pursuing a bachelor's or graduate degree' indicates first-year students are eligible.	Posting explicitly says 'Be a student pursuing a bachelor's or graduate degree,' so a first-year (class of 2030) is eligible and the role is quantitative finance.
2026-09-12T11:41:26+00:00	simplify-2027	[Goldman Sachs](https://simplify.jobs/c/Goldman-Sachs) / Quantitative Strategist Intern - Asset and Wealth Management - Quantitative Strats @ London, UK	proposed eligible=true — qualifies because the posting allows students pursuing a bachelor's degree (no junior/penultimate restriction).	Row was removed from SimplifyJobs; the posting was for Summer 2027 and explicitly stated 'Students pursuing a bachelor's or graduate degree' (no class-year restriction), so it would have been relevant to a 2030 graduate.
